Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (127_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (128_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (129_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_N, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (130_C, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance Ratio: (131, Treatment_rep2) / (126, Treatment_rep2)"	"Abundance: F1: 126, Sample, Treatment_rep2"	"Abundance: F1: 127_N, Sample, Treatment_rep2"	"Abundance: F1: 127_C, Sample, Treatment_rep2"	"Abundance: F1: 128_N, Sample, Treatment_rep2"	"Abundance: F1: 128_C, Sample, Treatment_rep2"	"Abundance: F1: 129_N, Sample, Treatment_rep2"	"Abundance: F1: 129_C, Sample, Treatment_rep2"	"Abundance: F1: 130_N, Sample, Treatment_rep2"	"Abundance: F1: 130_C, Sample, Treatment_rep2"	"Abundance: F1: 131, Sample, Treatment_rep2"	"Abundances Count: F1: 126, Sample, Treatment_rep2"	"Abundances Count: F1: 127_N, Sample, Treatment_rep2"	"Abundances Count: F1: 127_C, Sample, Treatment_rep2"	"Abundances Count: F1: 128_N, Sample, Treatment_rep2"	"Abundances Count: F1: 128_C, Sample, Treatment_rep2"	"Abundances Count: F1: 129_N, Sample, Treatment_rep2"	"Abundances Count: F1: 129_C, Sample, Treatment_rep2"	"Abundances Count: F1: 130_N, Sample, Treatment_rep2"	"Abundances Count: F1: 130_C, Sample, Treatment_rep2"	"Abundances Count: F1: 131, Sample, Treatment_rep2"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P36915	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2	29.4892916	17	49	17	1	607	68.619	5.8		2794	ENSG00000229470; ENSG00000204590; ENSG00000226882; ENSG00000228581; ENSG00000206492; ENSG00000235986; ENSG00000232143	GNL1	CHR_HSCHR6_MHC_DBB_CTG1; 6; CHR_HSCHR6_MHC_SSTO_CTG1; CHR_HSCHR6_MHC_MCF_CTG1; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_COX_CTG1; CHR_HSCHR6_MHC_MANN_CTG1	metabolic process;regulation of biological process;response to stimulus;transport	cytosol;nucleus	catalytic activity;nucleotide binding;structural molecule activity;transporter activity	"Pf01926, Pf02421"	0.968	0.941	0.689	0.241	0.165	0.109	0.073	0.052	0.049	7085.2	6859.4	6664.9	4880.3	1710.7	1171.4	772.6	516.3	371.7	349	15	15	15	15	15	15	15	15	15	15	1.976	0	89.34565115	17	525.7269823	16
FALSE	IsMasterProtein	P36954	DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens GN=POLR2I PE=1 SV=1	48	4	10	4	1	125	14.514	5.14		5438	ENSG00000105258	POLR2I	19	metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;DNA binding;metal ion binding	"Pf01096, Pf02150"	1.018	1.162	1.166	1.081	1.018	1.189	1.099	1.218	1.137	487.7	496.3	566.8	568.5	527.2	496.5	579.7	535.8	594	554.7	4	4	4	4	4	4	4	4	4	4	1.783	0	19.33379936	4	122.52	4
FALSE	IsMasterProtein	P36955	Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4	12.91866029	5	10	5	1	418	46.283	6.38		5176	ENSG00000132386	SERPINF1	17	cell proliferation;cellular homeostasis;development;regulation of biological process;response to stimulus	extracellular	enzyme regulator activity;protein binding	Pf00079	1.01	1.008	1.018	0.893	0.666	0.465	0.143	0.094	0.075	2669.7	2697.4	2691.3	2717.1	2382.9	1778.2	1242.5	380.6	251.4	201.5	5	5	5	5	5	5	5	5	5	5	0.616	0	20.77943754	5	90.09	5
FALSE	IsMasterProtein	P36957	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4"	26.26931567	10	36	10	1	453	48.724	8.95		1743	ENSG00000119689	DLST	14	metabolic process	membrane;mitochondrion;nucleus;organelle lumen	catalytic activity;protein binding	"Pf00198, Pf00364"	0.963	1.15	0.852	0.767	0.666	0.708	0.598	0.575	0.399	2554.7	2460.9	2937.7	2176.8	1960.3	1701	1809.9	1528.4	1468.1	1019.9	9	9	9	9	9	9	9	9	9	9	2.162	0	56.66100025	10	426.9934477	10
FALSE	IsMasterProtein	P36959	GMP reductase 1 OS=Homo sapiens GN=GMPR PE=1 SV=1	44.34782609	13	60	10	1	345	37.395	7.06		2766	ENSG00000137198	GMPR	6	metabolic process;response to stimulus	cytosol	catalytic activity;metal ion binding	"Pf00478, Pf01645"	0.978	1.105	0.929	0.846	0.693	0.755	0.642	0.636	0.496	4597.3	4496.9	5079.4	4270.4	3888	3187.1	3469.3	2950.4	2923.8	2281.1	16	16	16	16	16	16	16	16	16	16	7.859	3	111.0056636	13	749.2690909	13
FALSE	IsMasterProtein	P36969	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3"	30.45685279	6	13	6	1	197	22.161	8.37		2879	ENSG00000167468	GPX4	19	cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;mitochondrion;nucleus	antioxidant activity;catalytic activity	Pf00255	0.973	1.017	0.892	0.725	0.297	0.103	0.046	0.035	0.026	3784.5	3680.5	3847.7	3374.7	2744.4	1125.4	390.9	173.3	132.9	97.3	6	6	6	6	6	6	6	6	6	6	1.512	0	23.41816795	6	144.0503314	5
FALSE	IsMasterProtein	P37108	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	50	8	30	7	1	136	14.561	10.04		6727	ENSG00000140319	SRP14	15	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;nucleus	protein binding;RNA binding	Pf02290	1.044	1.19	1.044	0.949	0.795	0.709	0.434	0.301	0.16	4372.5	4565.2	5201.1	4563.2	4148.8	3474.6	3099.3	1897.8	1316.1	699.2	11	11	11	11	11	11	11	11	11	11	22.714	2	52.25080132	7	449.8234142	7
FALSE	IsMasterProtein	P37198	Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3	26.24521073	11	38	11	1	522	53.222	5.31		23636	ENSG00000213024	NUP62	19	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;membrane;nucleus	protein binding;structural molecule activity;transporter activity	Pf05064	0.924	0.947	0.883	0.591	0.404	0.245	0.178	0.153	0.127	5892.1	5442.4	5579.8	5203.1	3483.1	2378	1440.8	1051	903.9	749.8	12	12	12	12	12	12	12	12	12	12	9	0	81.09194493	10	455.8556006	11
FALSE	IsMasterProtein	P37235	Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3	39.37823834	8	36	8	1	193	22.299	5.35		3241	ENSG00000115756	HPCAL1	2	regulation of biological process;response to stimulus	membrane	metal ion binding;protein binding	"Pf00036, Pf13202, Pf13405, Pf13499, Pf13833"	0.958	0.97	0.897	0.72	0.539	0.426	0.306	0.284	0.268	3947.9	3782.5	3830.9	3543.1	2844.2	2129.1	1680.6	1209.9	1120.8	1057.2	9	9	9	9	9	9	9	9	9	9	3.642	0	57.2508713	8	236.0184615	8
FALSE	IsMasterProtein	P37268	Squalene synthase OS=Homo sapiens GN=FDFT1 PE=1 SV=1	2.398081535	1	2	1	1	417	48.084	6.54		2222	ENSG00000079459	FDFT1	8	metabolic process	endoplasmic reticulum;membrane	catalytic activity	Pf00494	0.909	0.929	0.858	0.671	0.436	0.229	0.122	0.095	0.072	711.1	646.6	660.7	610.3	477.5	310.2	162.5	87.1	67.6	51.3	1	1	1	1	1	1	1	1	1	1	0.101	0	2.998533726	1	33.26	1
FALSE	IsMasterProtein	P37275-2	Isoform 2 of Zinc finger E-box-binding homeobox 1 OS=Homo sapiens GN=ZEB1	2.044444444	2	4	2	1	1125	123.999	4.93		6935	ENSG00000148516	ZEB1	10	cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;protein binding	"Pf00046, Pf00096, Pf13465, Pf13894"	0.991	1.022	1.045	0.928	0.933	0.772	0.759	0.666	0.558	246.3	244.2	251.7	257.5	228.5	229.7	190.2	186.9	164.1	137.4	2	2	2	2	2	2	2	2	2	2	0.086	0	8.14122653	2	76.43	2
FALSE	IsMasterProtein	P37802	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	80.40201005	14	267	13	1	199	22.377	8.25		8407	ENSG00000158710	TAGLN2	1	cell differentiation		protein binding	"Pf00307, Pf00402"	1.02	1.108	0.991	0.875	0.672	0.457	0.227	0.163	0.123	35459.5	36177.2	39294.3	35141.2	31039.6	23814.1	16216.4	8044	5762.6	4355.1	35	35	35	35	35	35	35	35	35	35	438.397	4	428.0851835	14	2750.595846	13
FALSE	IsMasterProtein	P37837	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	46.884273	18	235	18	1	337	37.516	6.81		6888	ENSG00000177156	TALDO1	11	metabolic process	cytoplasm;cytosol;nucleus	catalytic activity;protein binding	Pf00923	1	1.085	0.907	0.678	0.346	0.24	0.171	0.147	0.112	34392.8	34401.8	37316.2	31204.6	23305.2	11916.4	8239.6	5883.1	5060.5	3851.2	30	30	30	30	30	30	30	30	30	30	27.73	0	383.1891118	18	1909.869653	15
FALSE	IsMasterProtein	P38117	Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3	61.17647059	15	100	15	1	255	27.826	8.1		2109	ENSG00000105379	ETFB	19	metabolic process;transport	mitochondrion;organelle lumen		Pf01012	1.003	1.073	0.93	0.792	0.583	0.455	0.209	0.102	0.058	6853.9	6873.9	7355.5	6371	5426.9	3995.3	3116.2	1434	699	397.8	17	17	17	17	17	17	17	17	17	17	26.384	0	182.44344	15	1012.292464	15
FALSE	IsMasterProtein	P38159	"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3"	29.15601023	14	28	14	1	391	42.306	10.05		27316	ENSG00000147274	RBMX	X	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	membrane;nucleus;spliceosomal complex	DNA binding;nucleotide binding;protein binding;RNA binding	"Pf00076, Pf08081, Pf13893, Pf14259"	0.782	0.745	0.54	0.408	0.248	0.181	0.104	0.092	0.069	6956.7	5436.7	5182.3	3754.5	2835.7	1725.7	1258.7	725.9	639.7	483.2	13	13	13	13	13	13	13	13	13	13	1.656	0	38.366256	13	169.8463636	13
FALSE	IsMasterProtein	P38432	Coilin OS=Homo sapiens GN=COIL PE=1 SV=1	13.71527778	7	15	7	1	576	62.57	9.07		8161	ENSG00000121058	COIL	17	metabolic process	cytoplasm;membrane;nucleus	catalytic activity;protein binding		1.02	1.015	0.89	0.586	0.341	0.217	0.131	0.103	0.075	3195.8	3260.7	3244.7	2845.4	1873.5	1090	693.1	418.2	330.4	238.3	6	6	6	6	6	6	6	6	6	6	0.693	0	30.48927689	6	175.325	7
FALSE	IsMasterProtein	P38606	V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2	51.86385737	28	138	28	1	617	68.26	5.52		523	ENSG00000114573	ATP6V1A	3	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytosol;membrane;mitochondrion	catalytic activity;nucleotide binding;transporter activity	"Pf00006, Pf00306, Pf02874"	1.007	1.018	0.884	0.685	0.516	0.46	0.347	0.208	0.077	16833.6	16946.2	17142.8	14886.6	11537.2	8684.9	7749.7	5833.3	3503.3	1295.1	37	37	37	37	37	37	37	37	37	37	9	0	264.3424087	28	1561.851036	25
FALSE	IsMasterProtein	P38646	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	56.25920471	36	544	35	1	679	73.635	6.16		3313	ENSG00000113013	HSPA9	5	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;mitochondrion;nucleus	nucleotide binding;protein binding;RNA binding	"Pf00012, Pf06723"	1.018	1.058	1.014	0.846	0.498	0.201	0.1	0.069	0.055	74971	76332.6	79286.2	75991.8	63390.1	37345.2	15040.9	7478.4	5144	4102.7	58	58	58	58	58	58	58	58	58	58	32.322	0	1115.769005	36	6680.327916	36
FALSE	IsMasterProtein	P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	37.71289538	16	53	14	1	411	46.841	6.73		9775	ENSG00000141543	EIF4A3	17	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;spliceosomal complex	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00270, Pf00271"	0.939	0.973	0.706	0.242	0.106	0.061	0.041	0.036	0.03	7125.9	6688	6930	5031.3	1727.8	753.5	437.3	293	255	211.2	13	13	13	13	13	13	13	13	13	13	4.754	0	95.40269792	16	499.3855714	13
FALSE	IsMasterProtein	P38935	DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3	1.510574018	2	4	1	1	993	109.082	8.97		3508	ENSG00000132740	IGHMBP2	11	cell death;cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus	catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf01424, Pf01428, Pf13086, Pf13087"																														0.114	0	6.308705568	2		
FALSE	IsMasterProtein	P39019	40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	53.79310345	9	43	9	1	145	16.051	10.32		6223	ENSG00000105372	RPS19	19	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;RNA binding;structural molecule activity	Pf01090	0.933	1.102	0.829	0.706	0.519	0.432	0.172	0.1	0.068	5728.6	5342.4	6315.6	4748.7	4046	2975.2	2473.4	987.6	574.3	392.1	11	11	11	11	11	11	11	11	11	11	9	0	69.51211643	9	463.1553227	9
FALSE	IsMasterProtein	P39023	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	37.46898263	15	59	15	1	403	46.08	10.18		6122	ENSG00000100316	RPL3	22	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;nucleus;ribosome	RNA binding;structural molecule activity	Pf00297	0.894	1.058	0.947	0.865	0.752	0.696	0.244	0.135	0.077	5270.3	4712.8	5578.4	4990.3	4561.2	3962.5	3667	1284.5	711	404.8	16	16	16	16	16	16	16	16	16	16	9	0	93.6393199	15	458.7008903	15
FALSE	IsMasterProtein	P39059	Collagen alpha-1(XV) chain OS=Homo sapiens GN=COL15A1 PE=1 SV=2	1.945244957	2	4	2	1	1388	141.632	5		1306	ENSG00000204291	COL15A1	9	cell differentiation;cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	extracellular;organelle lumen	structural molecule activity	"Pf06482, Pf13385"	0.949	1.035	0.995	0.777	0.571	0.356	0.193	0.12	0.086	683.7	648.6	707.5	680.6	531.2	390.1	243.1	132.1	82	58.8	2	2	2	2	2	2	2	2	2	2	0.089	0	8.805566549	2	95.85	2
FALSE	IsMasterProtein	P39060	Collagen alpha-1(XVIII) chain OS=Homo sapiens GN=COL18A1 PE=1 SV=5	2.67958951	4	6	4	1	1754	178.077	6.01		80781	ENSG00000182871	COL18A1	21	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf01391, Pf01392, Pf06121, Pf06482, Pf13385"	0.994	1.046	0.953	0.764	0.614	0.433	0.293	0.207	0.136	1314	1306	1374.4	1252.2	1004.4	806.9	569.5	385.6	272.3	178.4	4	4	4	4	4	4	4	4	4	4	0.127	0	9.40473938	4	62.95	2
FALSE	IsMasterProtein	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	37.34939759	11	143	7	1	249	28.568	4.09		8125	ENSG00000140350	ANP32A	15	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;endoplasmic reticulum;nucleus	protein binding;RNA binding	"Pf12799, Pf13855, Pf14580"	0.97	1.023	1.033	0.86	0.727	0.67	0.466	0.393	0.319	14741.3	14299.2	15076.9	15227.3	12679.1	10717	9871.1	6871.1	5796.4	4708.4	16	16	16	16	16	16	16	16	16	16	80.113	6	293.110832	11	1531.297077	9
FALSE	IsMasterProtein	P39748	Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1	52.89473684	18	99	9	1	380	42.566	8.62		2237	ENSG00000168496	FEN1	11	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	membrane;mitochondrion;nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	"Pf00752, Pf00867, Pf01367"	1.027	1.032	0.809	0.401	0.171	0.091	0.054	0.041	0.035	14157.6	14537.4	14605.8	11448	5672.1	2425	1286.6	759.7	585	501.5	23	23	23	23	23	23	23	23	23	23	9	10	202.4047112	17	1016.786354	17
FALSE	IsMasterProtein	P39880-3	Isoform 3 of Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1	9.762532982	13	26	13	1	1516	165.587	5.86		1523	ENSG00000257923	CUX1	7	cell differentiation;cell organization and biogenesis;development;metabolic process;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol;Golgi;membrane;nucleus	catalytic activity;DNA binding;motor activity;protein binding;transporter activity	"Pf00046, Pf00261, Pf00769, Pf01576, Pf02376, Pf02463, Pf04111, Pf04156, Pf05557, Pf05622, Pf05701, Pf05911, Pf06160, Pf07902, Pf07926, Pf09726, Pf09731, Pf09787, Pf10174, Pf10186, Pf11559, Pf12072, Pf12128, Pf12729, Pf13166, Pf13514, Pf13851, Pf14915, Pf15066, Pf15397, Pf15619"	0.96	0.936	0.82	0.606	0.401	0.296	0.245	0.202	0.212	5899.1	5661.5	5523.9	4839.4	3576.5	2364.1	1744.7	1443.2	1192.1	1253.3	13	13	13	13	13	13	13	13	13	13	0.434	0	43.80805945	13	259.6811617	12
FALSE	IsMasterProtein	P40121	Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2	26.43678161	8	39	8	1	348	38.474	6.19		822	ENSG00000042493	CAPG	2	cell organization and biogenesis;regulation of biological process	cytoplasm;membrane;nucleus	protein binding	Pf00626	1.056	1.199	0.998	0.874	0.476	0.167	0.091	0.071	0.043	4694.9	4959.9	5630.3	4685.4	4102.6	2236.9	781.8	426.3	331	201.3	9	9	9	9	9	9	9	9	9	9	3.217	0	77.963557	8	561.7039922	8
FALSE	IsMasterProtein	P40222	Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3	40.84249084	20	53	19	1	546	61.853	6.52		200081	ENSG00000084652	TXLNA	1	cell proliferation;transport	cytoplasm;extracellular;membrane	protein binding	Pf09728	0.975	1.004	0.836	0.692	0.522	0.372	0.182	0.119	0.088	7093.8	6919.5	7122.4	5928.1	4908.4	3704.8	2639	1290.6	846.5	622.7	20	20	20	20	20	20	20	20	20	20	3.748	1	92.432935	18	438.0070248	18
FALSE	IsMasterProtein	P40227	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	55.17890772	25	242	19	1	531	57.988	6.68		908	ENSG00000146731	CCT6A	7	metabolic process;transport	cytoplasm;cytosol;membrane	nucleotide binding;protein binding;RNA binding	"Pf00118, Pf05504"	0.951	1.037	0.928	0.793	0.594	0.31	0.107	0.075	0.06	28872	27455.7	29936.8	26794.5	22891.1	17140.7	8948.5	3094.3	2166	1724	30	30	30	30	30	30	30	30	30	30	11.496	8	486.0453556	24	2614.973595	24
FALSE	IsMasterProtein	P40261	Nicotinamide N-methyltransferase OS=Homo sapiens GN=NNMT PE=1 SV=1	6.439393939	1	1	1	1	264	29.555	5.74		4837	ENSG00000166741	NNMT	11	metabolic process;response to stimulus	cytoplasm;cytosol	catalytic activity	"Pf01234, Pf08241"																														0.194	0	2.684383631	1		
FALSE	IsMasterProtein	P40306	Proteasome subunit beta type-10 OS=Homo sapiens GN=PSMB10 PE=1 SV=1	6.227106227	2	4	2	1	273	28.918	7.81		5699	ENSG00000205220	PSMB10	16	cell death;cell organization and biogenesis;cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus;proteasome	catalytic activity;protein binding	"Pf00227, Pf12465"	0.978	0.826	0.556	0.332	0.222	0.158	0.101	0.079	0.049	1312.3	1283.3	1084.5	730.1	436	291.2	207.8	132.3	103.3	64.4	2	2	2	2	2	2	2	2	2	2	0.359	0	5.625634193	2	22.94	2
FALSE	IsMasterProtein	P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens GN=PBX2 PE=1 SV=2	14.41860465	3	6	3	1	430	45.853	7.56		5089	ENSG00000204304; ENSG00000206315; ENSG00000236353; ENSG00000225987; ENSG00000232005; ENSG00000237344; ENSG00000224952	PBX2	6; CHR_HSCHR6_MHC_QBL_CTG1; CHR_HSCHR6_MHC_MCF_CTG1; CHR_HSCHR6_MHC_APD_CTG1; CHR_HSCHR6_MHC_MANN_CTG1; CHR_HSCHR6_MHC_COX_CTG1; CHR_HSCHR6_MHC_SSTO_CTG1	metabolic process;regulation of biological process	nucleus	DNA binding;protein binding	"Pf00046, Pf03792, Pf05920"	1.001	0.926	0.883	0.566	0.266	0.132	0.078	0.057	0.043	1266	1267.2	1172.6	1118.5	716.3	336.8	167.1	98.6	71.9	54.6	3	3	3	3	3	3	3	3	3	3	0.369	0	15.24850893	3	118.48	3
FALSE	IsMasterProtein	P40429	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	22.16748768	5	18	5	1	203	23.562	10.93		23521	ENSG00000142541	RPL13A	19	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	RNA binding;structural molecule activity	Pf00572	0.866	0.973	0.864	0.791	0.682	0.649	0.173	0.081	0.044	1971.4	1707.6	1917.5	1703.8	1559.3	1344.4	1280.3	340.4	160.4	86.1	5	5	5	5	5	5	5	5	5	5	0.968	0	32.96567893	5	131.0971429	5
FALSE	IsMasterProtein	P40616	ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1	42.54143646	6	15	6	1	181	20.404	5.72		400	ENSG00000120805	ARL1	12	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;Golgi;membrane;nucleus	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	0.995	1.031	1.045	0.899	0.719	0.54	0.343	0.244	0.149	1979.5	1968.7	2040.3	2068.1	1779.8	1423.3	1068.4	678.2	483.9	294.4	5	5	5	5	5	5	5	5	5	5	2.981	0	29.68651891	6	210.2366667	5
FALSE	IsMasterProtein	P40617	ADP-ribosylation factor-like protein 4A OS=Homo sapiens GN=ARL4A PE=1 SV=2	18.5	2	3	2	1	200	22.601	9.17		10124	ENSG00000122644	ARL4A	7	cell differentiation;regulation of biological process;response to stimulus	cytoplasm;membrane;nucleus	nucleotide binding;protein binding;signal transducer activity	"Pf00009, Pf00025, Pf00071, Pf00503, Pf01926, Pf08477, Pf09439"	0.81	0.595	1.656	0.488	0.547	0.355	0.183	0.141	0.245	475.4	385.3	282.7	787.3	231.9	260.2	168.7	87	66.9	116.3	1	1	1	1	1	1	1	1	1	1	0.468	0	3.570122004	2	27.56	1
FALSE	IsMasterProtein	P40692	DNA mismatch repair protein Mlh1 OS=Homo sapiens GN=MLH1 PE=1 SV=1	11.64021164	9	19	9	1	756	84.548	5.72		4292	ENSG00000076242	MLH1	3	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;membrane;nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf01119, Pf02518, Pf13589"	0.752	0.641	0.652	0.308	0.218	0.169	0.096	0.082	0.121	5517	4149.8	3537.9	3594.8	1696.6	1200.7	933.8	530.8	449.9	669.2	9	9	9	9	9	9	9	9	9	9	0.501	0	29.76467812	9	137.4971429	8
FALSE	IsMasterProtein	P40763	Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 PE=1 SV=2	44.02597403	28	99	28	1	770	88.011	6.3		6774	ENSG00000168610	STAT3	17	cell differentiation;cell organization and biogenesis;cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;reproduction;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus	DNA binding;metal ion binding;protein binding;signal transducer activity	"Pf00017, Pf01017, Pf02864, Pf02865"	0.964	0.982	0.865	0.533	0.187	0.11	0.061	0.056	0.041	13494.8	13011.4	13246.3	11667.7	7189.7	2520.5	1489.6	827.4	758.3	555.7	28	28	28	28	28	28	28	28	28	28	5.758	0	188.8432932	27	1277.959031	27
FALSE	IsMasterProtein	P40818	Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens GN=USP8 PE=1 SV=1	13.95348837	15	32	15	1	1118	127.444	8.51		9101	ENSG00000138592	USP8	15	cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endosome;Golgi;membrane;nucleus	catalytic activity;protein binding	"Pf00443, Pf00581, Pf08969, Pf13423"	0.935	0.944	0.718	0.238	0.142	0.056	0.034	0.04	0.034	8256.8	7718.6	7792.3	5930.9	1963.1	1170.5	465.4	278.2	328.3	284	14	14	14	14	14	14	14	14	14	14	0.638	0	55.1035769	14	290.1846154	14
FALSE	IsMasterProtein	P40855	Peroxisomal biogenesis factor 19 OS=Homo sapiens GN=PEX19 PE=1 SV=1	46.15384615	10	36	6	1	299	32.786	4.34		5824	ENSG00000162735	PEX19	1	cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;membrane;nucleus	protein binding	Pf04614	1.011	1.028	0.927	0.867	0.691	0.619	0.428	0.392	0.336	2051.3	2074	2109.3	1900.6	1778.5	1418.3	1269.2	877.3	803.8	689.9	8	8	8	8	8	8	8	8	8	8	3.833	0	76.44976211	10	445.5411765	9
FALSE	IsMasterProtein	P40926	"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3"	69.52662722	20	399	20	1	338	35.481	8.68		4191	ENSG00000146701	MDH2	7	metabolic process	cytoplasm;membrane;mitochondrion;nucleus;organelle lumen	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00056, Pf01073, Pf01118, Pf02866, Pf13460"	1.027	1.091	1.122	0.963	0.825	0.676	0.307	0.095	0.065	52945.5	54384.2	57787.1	59426.5	51011.5	43660.3	35792.6	16259.1	5003.8	3465	34	34	34	34	34	34	34	34	34	34	42.652	0	781.1481276	20	4712.036431	19
